Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,w-dl
-16,-9,-13,1,6,-8,-3,2,-2,-24,1,1,1,5,2,11,3,6,4,7,7,-2,-2,-2,-13,8,-15,-6,1,0,-3,-1,-2,2,0,-3,0,0,7,0,0,0,1,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
16,9,13,-1,-6,8,3,-2,2,24,-1,0,-1,-5,-2,-11,-3,-6,-4,-7,-7,2,2,2,13,0,15,6,-1,0,3,1,2,0,0,3,0,0,-7,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
-292,4,-4,-12,-3,2,2,8,-1,-18,-7,1,1,-1,1,15,13,12,7,-10,-6,1,0,1,-6,2,-49,-7,-1,-1,-4,0,4,0,0,1,0,2,1,3,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,-4,4,12,3,-2,-2,-8,1,18,7,0,-1,1,-1,-15,-13,-12,-7,10,6,-1,0,-1,6,-2,49,7,1,1,4,5,-4,2,0,0,1,0,-1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
47,15,-2,-4,-4,3,-3,-4,-6,-19,0,0,0,5,5,-1,-13,16,-2,4,-4,6,4,-2,6,4,9,5,2,2,3,2,-3,-2,0,-4,0,0,8,2,0,0,-2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
-47,-15,2,4,4,-3,3,4,6,19,0,0,0,-5,-5,1,13,-16,2,-4,4,-6,-4,2,-6,-4,-9,-5,-2,-2,-3,-2,3,2,0,4,0,1,-8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
-341,-2,-7,-15,12,-12,-4,1,-3,-6,-6,0,-2,-4,3,14,14,0,8,-8,-4,-1,-2,4,-14,2,13,5,-6,1,-7,-2,4,0,1,3,0,0,6,0,0,0,0,-2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
341,2,7,15,-12,12,4,-1,3,6,6,1,2,4,-3,-14,-14,0,-8,8,4,1,2,-4,14,-2,-13,-5,6,-1,7,2,-4,2,0,-3,2,0,-6,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-44,-7,-2,11,-11,8,-6,-1,6,17,3,0,-6,-2,-6,-15,19,-6,5,4,3,-9,-7,-4,-4,5,1,-13,0,-2,-1,0,1,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-1
44,7,2,-11,11,-8,6,1,-6,-17,-3,0,6,2,6,15,-19,6,-5,-4,-3,9,7,4,4,-5,-1,13,0,2,1,5,0,5,0,-1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-385,-13,-15,-9,-6,7,2,8,-1,14,-4,0,-2,-2,1,-13,2,-10,13,9,0,-6,-3,2,1,4,-23,-4,-1,0,-3,-2,2,-2,0,-3,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
385,13,15,9,6,-7,-2,-8,1,-14,4,0,2,2,-1,13,-2,10,-13,-9,0,6,3,-2,-1,0,23,4,1,0,3,2,-2,2,1,3,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
-591,-9,2,-13,1,-1,11,-2,3,-8,2,0,0,0,-3,-6,1,16,10,-2,5,-7,-2,1,-1,3,-30,-3,1,0,-1,-1,2,3,0,0,0,0,6,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
591,9,-2,13,-1,1,-11,2,-3,8,-2,1,6,3,3,6,-1,-16,-10,2,-5,7,2,-1,1,-3,30,3,0,0,1,1,-2,-3,0,0,0,1,-6,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-145,-15,1,-10,17,-18,-13,2,-5,-27,-6,0,0,-3,5,10,21,25,20,-8,5,-2,-4,6,-12,2,-3,-11,-1,0,0,0,6,8,0,0,0,0,1,0,0,5,0,1,0,0,0,2,0,0,-2,0,0,0,1,0,0,1,0,0,0,0,-1
145,15,-1,10,-17,18,13,-2,5,27,6,0,15,3,-5,-10,-21,-25,-20,8,-5,2,4,-6,12,-2,3,11,1,0,2,7,-6,0,0,0,0,2,-1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
71,9,8,8,-14,15,5,-7,-6,4,-2,0,3,-5,5,2,4,5,-6,-11,-2,4,-1,1,-16,1,12,1,2,0,6,2,2,3,0,1,0,0,-5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1
-71,-9,-8,-8,14,-15,-5,7,6,-4,2,0,-3,5,-5,-2,-4,-5,6,11,2,-4,1,-1,16,-1,-12,-1,-2,0,-6,-2,-2,-3,1,-1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-470,-16,-12,-15,5,-6,-2,6,4,-43,-2,0,-3,-4,-4,29,5,25,17,-12,0,0,-3,2,-17,3,-7,6,-3,0,-10,0,1,0,0,0,0,0,1,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
470,16,12,15,-5,6,2,-6,-4,43,2,1,3,4,4,-29,-5,-25,-17,12,0,7,3,-2,17,-3,7,-6,3,1,10,4,-1,0,0,0,0,1,-1,0,0,3,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1
-61,-2,4,-3,13,-14,-2,9,2,14,-5,0,2,-2,-2,-12,-2,-3,-5,1,-3,-4,-1,3,9,-4,-4,11,-2,3,0,3,5,2,0,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-1
61,2,-4,3,-13,14,2,-9,-2,-14,5,0,-2,2,2,12,2,3,5,-1,3,4,1,-3,-9,4,4,-11,2,0,5,0,-5,-2,0,-1,0,1,-5,0,0,0,1,2,0,-1,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,1
-222,4,10,3,0,0,-1,3,8,-2,0,-1,-5,-5,-8,2,0,1,0,-2,-1,4,-1,1,5,-5,-25,-12,2,0,-2,0,0,1,0,-2,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
222,-4,-10,-3,0,0,1,-3,-8,2,0,1,5,5,8,-2,0,-1,0,2,1,-4,1,-1,-5,5,25,12,-2,0,2,0,4,-1,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-169,14,-3,-20,-4,4,10,-3,2,4,-6,0,1,-5,-2,-13,-7,-1,-6,9,0,3,2,-3,6,6,5,7,0,1,-6,3,-2,0,0,0,0,0,1,1,0,0,1,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,-1
169,-14,3,20,4,-4,-10,3,-2,-4,6,0,-1,5,2,13,7,1,6,-9,9,-3,-2,3,-6,-6,-5,-7,4,-1,6,-3,2,0,1,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
193,10,-2,1,4,-4,-3,0,-4,19,6,0,8,6,3,0,-18,-20,-9,1,9,12,6,0,11,0,-1,11,9,6,1,2,-3,9,0,0,1,1,0,0,0,3,0,-1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-193,-10,2,-1,-4,4,3,0,4,-19,-6,0,-8,-6,-3,0,18,20,9,-1,-9,-12,-6,0,-11,2,1,-11,0,0,-1,-2,3,-9,1,2,0,-1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
100,7,3,-2,-2,1,3,1,10,29,1,0,2,-2,-10,-16,-9,-16,-7,3,5,4,4,-2,14,0,0,6,1,0,2,3,-1,-7,1,2,0,1,-1,1,0,1,3,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,1,0,0,1
-100,-7,-3,2,2,-1,-3,-1,-10,-29,-1,0,-2,2,10,16,9,16,7,-3,-5,-4,-4,2,-14,3,0,-6,-1,1,-2,0,1,7,0,-2,0,0,1,-1,0,0,-3,1,0,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,0,0,0,-1
461,12,8,15,8,-4,-4,-2,-3,16,6,0,19,3,3,1,-41,-21,-23,4,2,24,6,0,18,-2,22,42,3,9,3,6,0,2,0,0,0,2,0,1,0,0,0,-1,0,0,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1
-461,-12,-8,-15,-8,4,4,2,3,-16,-6,0,-19,0,-3,-1,41,21,23,-4,-2,0,0,0,-18,2,-22,0,0,0,-3,0,4,0,0,1,0,0,6,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1
-267,-5,-6,-8,7,-8,5,-6,1,-4,-4,0,-1,0,-1,0,24,8,21,-4,-1,-10,0,-7,-2,3,-3,-18,-1,2,-2,-4,1,1,0,-3,0,0,-3,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,5,6,8,-7,8,-5,6,-1,4,4,0,1,0,1,0,-24,-8,-21,4,1,10,8,7,2,-3,3,18,1,0,2,4,-1,0,0,3,0,0,3,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-168,-5,-13,-14,5,-6,-7,-6,8,-20,-3,0,0,2,-8,10,14,14,7,-4,3,0,-3,1,-16,1,-11,-8,-2,0,4,-1,-1,-7,2,3,1,1,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
168,5,13,14,-5,6,7,6,-8,20,3,0,5,-2,8,-10,-14,-14,-7,4,-3,0,3,-1,16,-1,11,8,2,1,-4,1,1,7,0,-3,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1
-546,-9,-9,-13,-5,5,-1,0,-2,-16,-1,0,0,0,1,2,2,10,8,3,-3,-7,-8,-1,1,5,-25,-2,-3,0,-4,1,0,0,0,0,0,0,-5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
546,9,9,13,5,-5,1,0,2,16,1,1,6,5,-1,-2,-2,-10,-8,-3,3,7,8,1,-1,-5,25,2,3,1,4,0,0,7,0,1,1,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
94,1,6,5,18,-18,-4,4,-1,3,2,0,3,4,1,5,7,-4,-13,-4,11,3,0,-1,5,-3,-3,6,6,3,2,-1,0,2,0,-2,1,0,-3,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
-94,-1,-6,-5,-18,18,4,-4,1,-3,-2,0,-3,-4,-1,-5,-7,4,13,4,-11,-3,0,1,-5,3,3,-6,-6,0,-2,1,0,-2,0,2,0,1,3,0,0,1,1,-2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,-1
0,-5,2,4,4,-5,-8,-1,2,-14,0,0,-6,0,-1,-5,6,18,16,0,0,-6,0,-6,1,-1,-12,-13,0,0,2,0,2,1,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,-2,-4,-4,5,8,1,-2,14,0,0,6,0,1,5,-6,-18,-16,0,0,6,4,6,-1,1,12,13,0,1,-2,0,-2,-1,0,0,0,0,-4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,-1
-212,5,5,-5,-1,0,10,-4,-5,9,-1,0,4,3,5,-1,-5,-5,1,-3,-22,-5,-2,3,-6,0,-12,0,-2,3,-8,1,0,-2,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
212,-5,-5,5,1,0,-10,4,5,-9,1,0,-4,-3,-5,1,5,5,-1,3,22,5,2,-3,6,0,12,0,2,-3,8,0,1,2,0,0,0,0,-2,2,0,1,2,-1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,3,4,-4,9,-9,4,-1,-9,32,4,1,5,3,8,-16,-9,-19,-4,3,4,7,0,3,1,3,23,1,6,1,9,-1,3,8,0,-2,4,2,-4,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-191,-3,-4,4,-9,9,-4,1,9,-32,-4,0,-5,-3,-8,16,9,19,4,-3,-4,-7,0,-3,-1,0,-23,-1,0,-1,-9,1,-3,0,0,2,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-69,-8,-9,-2,10,-10,-11,-2,-7,19,-2,0,0,3,7,3,11,-15,-6,-7,0,6,4,2,-14,5,-25,-9,6,0,1,-1,1,7,0,1,2,0,4,1,0,1,-1,-1,0,1,0,1,2,0,-1,0,0,0,0,0,0,0,1,0,0,0,1
69,8,9,2,-10,10,11,2,7,-19,2,0,0,-3,-7,-3,-11,15,6,7,0,-6,-4,-2,14,-5,25,9,-6,0,-1,1,-1,-7,0,-1,0,1,-4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
134,-2,-10,7,2,0,-1,-1,11,-9,-1,0,0,-1,-11,-1,-3,11,-6,-1,3,-2,0,5,0,3,14,-8,3,1,1,0,2,0,0,2,0,-1,7,2,0,5,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,-1
-134,2,10,-7,-2,0,1,1,-11,9,1,0,0,1,11,1,3,-11,6,1,-3,2,0,-5,0,-3,-14,8,-3,-1,-1,0,-2,4,0,0,0,1,-7,0,1,0,0,0,2,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-122,-5,-10,6,0,0,2,2,4,3,-5,0,0,-9,-4,4,1,0,-3,-7,4,1,0,0,-3,0,-10,2,-5,-1,-6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
122,5,10,-6,0,0,-2,-2,-4,-3,5,2,0,9,4,-4,-1,0,3,7,-4,-1,3,0,3,0,10,-2,5,1,6,3,3,4,0,1,2,0,-4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-521,6,5,-5,-9,10,2,-3,-1,-16,-4,0,-6,-4,1,-3,6,16,8,5,-1,-8,-1,1,-2,0,-40,-7,-3,0,0,0,8,4,0,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,-1
521,-6,-5,5,9,-10,-2,3,1,16,4,0,6,4,-1,3,-6,-16,-8,-5,1,8,1,-1,2,2,40,7,3,3,9,0,0,-4,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
-108,3,0,-3,12,-12,-12,0,-3,-9,-1,0,-5,-4,3,-6,10,11,3,3,-1,-1,0,0,-11,-2,-12,0,-4,-1,0,-2,-2,1,0,2,0,1,-3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
108,-3,0,3,-12,12,12,0,3,9,1,1,5,4,-3,6,-10,-11,-3,-3,1,1,6,0,11,2,12,0,4,1,0,2,2,-1,0,-2,2,0,3,0,0,1,-1,-1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-30,-13,7,3,6,-8,-2,1,1,-24,-3,0,2,5,-1,10,19,15,-4,-1,1,-4,2,9,-12,-4,3,-9,0,1,0,0,3,-1,0,3,2,0,6,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,13,-7,-3,-6,8,2,-1,-1,24,3,0,-2,-5,1,-10,-19,-15,4,1,-1,4,-2,-9,12,4,-3,9,0,-1,0,3,-3,1,0,-3,0,0,-6,-1,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
-236,0,-8,-8,9,-9,-9,-4,-6,-13,-1,0,1,-1,8,18,4,7,11,-12,-4,4,1,-4,-17,3,-19,-3,3,2,4,0,0,7,0,4,0,1,3,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
236,0,8,8,-9,9,9,4,6,13,1,0,-1,1,-8,-18,-4,-7,-11,12,4,-4,-1,4,17,-3,19,3,-3,-2,-4,3,0,-7,1,-4,1,-1,-3,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
144,-21,-4,4,7,-7,2,0,-7,4,1,0,-2,3,7,2,-6,-3,-10,-2,-7,6,3,0,12,2,-9,0,1,2,3,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-144,21,4,-4,-7,7,-2,0,7,-4,-1,0,2,-3,-7,-2,6,3,10,2,7,-6,-3,0,-12,-2,9,0,-1,0,-3,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
350,-6,5,21,-9,7,-6,4,-8,4,5,0,5,7,8,5,-3,-1,-4,-8,1,8,2,-4,-1,-3,35,-3,6,2,7,-1,1,0,0,0,2,3,-3,2,0,0,1,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
-350,6,-5,-21,9,-7,6,-4,8,-4,-5,0,0,-7,-8,-5,3,1,4,8,-1,-8,-2,4,1,3,-35,3,0,0,-7,1,0,0,0,1,0,0,3,0,0,1,-1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
59,1,1,-2,8,-7,4,1,-8,-10,3,2,3,3,7,20,8,5,13,-15,-4,-9,-4,-3,-10,-4,32,-5,-2,0,-4,0,6,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
-59,-1,-1,2,-8,7,-4,-1,8,10,-3,0,-3,-3,-7,-20,-8,-5,-13,15,4,9,4,3,10,4,-32,5,2,0,4,1,-6,0,0,1,1,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
-72,1,5,-4,-1,2,1,5,-2,12,7,1,0,-2,2,10,-3,-13,-9,-9,-4,5,2,-5,-4,2,0,14,3,0,-1,-2,-2,-1,0,0,0,0,-1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,-1,-5,4,1,-2,-1,-5,2,-12,-7,0,0,2,-2,-10,3,13,9,9,4,-5,-2,5,4,-2,0,-14,-3,0,1,2,2,1,0,0,0,0,1,0,0,-1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-308,-8,11,-6,-1,1,3,0,6,9,-4,0,0,-4,-6,0,3,-10,11,2,-4,-6,-2,-2,-9,-1,-32,-7,0,0,-2,0,3,-5,0,-3,0,1,-12,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,-1
308,8,-11,6,1,-1,-3,0,-6,-9,4,2,12,4,6,0,-3,10,-11,-2,4,6,2,2,9,1,32,7,6,1,2,0,-3,5,0,3,1,0,12,0,0,0,0,-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-709,2,-12,-11,-3,3,-1,0,0,-15,-10,0,-5,-3,0,4,10,12,3,-2,0,-10,-6,2,1,-1,-61,-6,-3,-1,0,0,-1,2,1,2,0,0,6,1,0,-2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
709,-2,12,11,3,-3,1,0,0,15,10,3,5,3,0,-4,-10,-12,-3,2,5,10,6,-2,-1,1,61,6,3,1,7,3,1,-2,0,0,0,1,-6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,-4,-3,8,10,-9,2,-3,3,28,2,0,-3,3,-3,-14,-6,-10,-4,-4,-4,5,-1,-7,-2,0,10,4,0,0,2,1,0,0,1,0,0,1,2,0,0,0,3,0,1,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-357,4,3,-8,-10,9,-2,3,-3,-28,-2,0,3,-3,3,14,6,10,4,4,4,-5,1,7,2,3,-10,-4,0,0,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
240,-1,-4,1,4,-4,4,3,1,15,-2,0,4,3,-1,-17,-1,-5,-14,6,-1,8,0,3,13,-4,16,3,0,3,-1,0,-6,-1,1,3,0,0,6,0,0,0,0,-3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-240,1,4,-1,-4,4,-4,-3,-1,-15,2,0,-4,0,1,17,1,5,14,-6,1,-8,0,-3,-13,4,-16,-3,0,-3,1,0,6,1,0,-3,0,0,-6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
290,0,-3,2,-11,8,-1,4,-7,-15,-4,0,-1,-4,7,-6,-11,-1,-6,6,2,2,3,9,3,-1,16,14,0,0,6,2,1,1,0,3,0,0,-4,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1
-290,0,3,-2,11,-8,1,-4,7,15,4,0,1,4,-7,6,11,1,6,-6,-2,-2,-3,-9,-3,1,-16,-14,0,5,-6,0,-1,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
12,-6,-5,5,6,-7,-8,-6,8,20,8,0,2,1,-8,-25,4,-10,2,15,1,-6,-3,-6,-5,5,4,-10,0,0,1,-1,2,-1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,-1
-12,6,5,-5,-6,7,8,6,-8,-20,-8,1,-2,-1,8,25,-4,10,-2,-15,-1,6,3,6,5,-5,-4,10,0,0,-1,1,-2,1,1,0,0,0,0,0,0,1,-1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
65,0,-11,-5,0,-1,13,-5,-1,21,5,0,-12,1,1,-8,8,-17,3,4,1,0,4,-4,2,1,-10,2,0,-2,0,1,-5,-10,1,-1,0,0,4,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-65,0,11,5,0,1,-13,5,1,-21,-5,0,12,-1,-1,8,-8,17,-3,-4,-1,0,0,4,-2,0,10,-2,1,2,2,-1,5,10,0,1,0,0,-4,1,0,0,0,-1,4,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,-1
-8,10,3,0,8,-7,15,-2,7,-9,-2,0,7,1,-7,-5,-10,7,-4,7,-10,3,4,-1,10,2,16,10,-4,3,0,4,-8,0,1,0,0,0,-1,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
8,-10,-3,0,-8,7,-15,2,-7,9,2,0,-7,-1,7,5,10,-7,4,-7,10,-3,-4,1,-10,-2,-16,-10,4,0,0,-4,8,1,0,0,0,2,1,1,0,-1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1
-351,11,9,-9,3,-3,3,-2,-6,0,2,1,8,1,6,3,-3,-2,5,-1,-5,1,-2,-4,-2,-3,-6,3,-3,0,0,0,-3,0,0,4,0,-1,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1
351,-11,-9,9,-3,3,-3,2,6,0,-2,-1,-8,-1,-6,-3,3,2,-5,1,5,-1,2,4,2,3,6,-3,3,0,6,0,3,0,1,-4,0,1,-2,0,0,3,0,1,0,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1
159,-7,6,-3,4,-4,0,-6,9,16,7,0,5,0,-9,-16,1,-3,0,3,3,2,-3,-4,-11,2,-7,9,0,0,-2,1,-3,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1
-159,7,-6,3,-4,4,0,6,-9,-16,-7,0,-5,0,9,16,-1,3,0,-3,-3,-2,3,4,11,-2,7,-9,0,0,2,0,3,0,0,-1,1,2,-1,2,0,1,-4,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
158,4,1,0,24,-25,-6,2,-9,21,5,0,8,4,9,1,-5,-22,-7,0,19,15,4,-2,6,0,22,3,8,4,5,0,1,14,0,0,2,5,-1,0,0,1,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-158,-4,-1,0,-24,25,6,-2,9,-21,-5,0,-8,-4,-9,-1,5,22,7,0,-19,-15,-4,2,-6,0,-22,-3,0,0,-5,0,-1,-14,1,0,0,0,1,0,0,0,0,1,0,-4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
-207,-7,-7,3,12,-10,9,0,9,-27,-5,0,0,-2,-9,26,6,15,0,-14,0,-2,1,5,-1,-2,11,0,0,0,-6,0,3,-3,0,-3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
207,7,7,-3,-12,10,-9,0,-9,27,5,0,0,2,9,-26,-6,-15,0,14,0,2,0,-5,1,2,-11,0,6,0,6,0,-3,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
